지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),합계 일조시간(hr)
252,영광군,2016-07-30,29.3,25.8,34.3,0.0,1.9,24.0,75.0,12.4
252,영광군,2016-07-31,28.8,25.0,34.0,0.0,1.6,23.1,74.1,10.9
252,영광군,2016-08-01,28.3,23.6,34.0,0.0,1.7,22.9,75.1,10.6
252,영광군,2016-08-02,27.0,24.2,29.7,0.3,0.9,24.2,85.3,1.8
252,영광군,2016-08-03,26.6,23.8,31.4,2.0,1.5,23.2,82.1,3.5
252,영광군,2016-08-04,27.7,23.1,33.5,0.1,1.3,23.3,78.8,7.5
252,영광군,2016-08-05,28.3,23.6,33.7,0.0,1.3,23.4,76.4,8.9
252,영광군,2016-08-06,28.1,24.2,33.6,0.2,1.3,23.5,77.6,9.4
252,영광군,2016-08-07,28.3,23.7,34.0,0.0,1.7,23.9,78.6,11.4
252,영광군,2016-08-08,28.4,23.8,33.8,0.0,1.8,23.1,74.9,12.0
252,영광군,2016-08-09,28.5,24.3,33.8,0.0,1.4,24.0,77.9,7.7
252,영광군,2016-08-10,28.8,25.0,34.0,0.0,1.8,24.2,78.0,11.6
252,영광군,2016-08-11,29.0,23.0,35.1,0.0,1.8,23.1,73.3,12.9
252,영광군,2016-08-12,28.7,23.8,35.1,0.0,1.7,22.7,73.1,12.8
252,영광군,2016-08-13,28.4,23.1,33.7,0.0,1.9,23.6,77.6,12.4
252,영광군,2016-08-14,28.9,24.5,33.8,0.0,1.9,24.4,78.5,11.0
252,영광군,2016-08-15,27.7,25.0,32.2,20.0,1.7,24.2,82.5,8.2
252,영광군,2016-08-16,27.2,23.7,31.9,0.0,1.7,22.7,77.9,11.5
252,영광군,2016-08-17,27.2,22.3,32.6,0.0,1.4,22.7,77.9,10.5
252,영광군,2016-08-18,28.4,24.3,34.9,0.0,1.4,22.6,73.3,6.1
252,영광군,2016-08-19,28.4,23.7,33.9,0.0,1.3,21.7,69.6,6.9
252,영광군,2016-08-20,28.5,24.5,34.5,0.0,1.4,23.5,75.6,8.1
252,영광군,2016-08-21,28.7,25.2,33.5,0.0,1.6,22.7,72.1,10.4
252,영광군,2016-08-22,27.9,23.5,34.4,0.0,1.7,22.9,76.0,12.2
252,영광군,2016-08-23,27.4,23.0,33.4,0.6,1.9,23.0,78.5,10.3
252,영광군,2016-08-24,28.1,23.8,33.4,0.0,1.6,22.4,74.3,10.8
252,영광군,2016-08-25,27.9,24.1,33.7,0.0,2.0,22.1,73.1,11.2
252,영광군,2016-08-26,24.1,20.7,28.2,13.5,1.4,22.2,89.5,0.0
252,영광군,2016-08-27,21.4,19.2,25.5,2.0,1.3,18.3,83.8,0.4
252,영광군,2016-08-28,20.4,17.7,25.8,3.0,2.5,16.5,79.5,4.8
252,영광군,2016-08-29,21.7,15.5,26.3,0.0,3.4,14.5,65.8,11.6
252,영광군,2016-08-30,23.1,21.2,25.2,0.5,5.9,14.8,59.6,9.7
252,영광군,2016-08-31,24.5,20.5,27.2,1.5,6.0,16.0,60.4,9.6
252,영광군,2016-09-01,26.5,22.7,31.5,0.0,4.3,18.9,65.0,11.0
252,영광군,2016-09-02,23.3,20.0,26.4,0.0,3.1,18.8,76.5,7.6
252,영광군,2016-09-03,24.4,19.3,30.2,0.0,1.6,19.5,75.6,11.0
252,영광군,2016-09-04,25.1,19.9,30.8,0.0,1.9,20.2,75.6,8.3
252,영광군,2016-09-05,25.0,22.0,29.5,0.0,1.7,20.8,78.8,8.1
252,영광군,2016-09-06,22.7,19.8,27.1,0.0,1.1,19.0,80.9,0.3
252,영광군,2016-09-07,22.6,19.9,26.7,0.5,1.2,19.4,83.0,0.0
252,영광군,2016-09-08,23.1,17.4,28.9,0.0,1.9,18.4,76.9,10.9
252,영광군,2016-09-09,23.1,18.9,28.5,0.0,1.8,18.0,75.5,11.1
252,영광군,2016-09-10,22.3,17.1,29.2,0.0,1.3,17.9,78.3,6.8
252,영광군,2016-09-11,23.1,18.4,28.8,0.0,1.1,19.2,79.9,4.1
252,영광군,2016-09-12,23.2,20.3,27.7,1.0,1.5,19.4,81.0,6.2
252,영광군,2016-09-13,23.3,18.5,29.4,0.0,1.5,19.3,80.1,7.2
252,영광군,2016-09-14,23.2,19.6,27.7,0.0,1.4,19.5,81.0,2.4
252,영광군,2016-09-15,23.1,17.9,29.9,0.0,1.3,17.7,74.1,6.7
252,영광군,2016-09-16,21.0,20.2,22.1,21.5,1.2,19.5,91.3,0.0
252,영광군,2016-09-17,20.3,18.8,22.3,127.5,1.8,19.2,94.1,0.0
252,영광군,2016-09-18,19.6,18.4,20.8,12.5,2.1,18.6,94.4,0.0
252,영광군,2016-09-19,20.7,17.3,26.7,0.2,1.9,16.5,78.3,5.3
252,영광군,2016-09-20,19.1,14.6,25.2,0.0,2.4,11.9,65.8,11.7
252,영광군,2016-09-21,19.2,14.0,24.6,0.0,1.2,12.4,67.6,6.4
252,영광군,2016-09-22,20.0,15.9,25.8,0.0,1.5,13.6,69.9,9.6
252,영광군,2016-09-23,19.7,13.2,26.2,0.0,1.2,14.3,73.9,9.0
252,영광군,2016-09-24,20.5,14.5,27.8,0.0,1.4,15.2,74.4,10.2
252,영광군,2016-09-25,21.4,16.7,27.8,0.0,1.2,17.4,79.9,2.1
252,영광군,2016-09-26,23.3,19.0,29.6,0.3,1.4,19.4,80.1,3.7
252,영광군,2016-09-27,25.0,21.3,31.4,0.5,2.1,20.9,79.3,9.6
252,영광군,2016-09-28,20.7,19.3,23.1,2.0,1.7,18.1,85.9,0.0
252,영광군,2016-09-29,21.1,19.5,24.0,0.5,1.6,18.6,86.4,0.0
252,영광군,2016-09-30,18.4,17.3,20.0,13.5,1.2,17.0,91.6,0.0
252,영광군,2017-05-01,17.3,11.4,25.7,0.0,1.9,10.6,67.3,9.9
252,영광군,2017-05-02,18.4,12.9,27.0,0.0,1.6,5.2,47.5,8.4
252,영광군,2017-05-03,18.4,9.1,27.5,0.0,1.5,8.7,58.1,12.4
252,영광군,2017-05-04,18.2,10.9,26.4,0.5,1.5,11.2,67.9,7.3
252,영광군,2017-05-05,17.7,14.3,23.3,14.5,1.8,15.3,86.5,2.8
252,영광군,2017-05-06,14.7,9.0,21.1,0.0,2.7,5.4,57.3,9.5
252,영광군,2017-05-07,15.6,8.7,21.4,0.0,2.8,10.4,73.1,12.1
252,영광군,2017-05-08,17.1,10.2,24.2,0.0,1.4,6.1,55.1,1.4
252,영광군,2017-05-09,13.4,10.4,15.9,11.0,2.2,11.2,87.0,0.1
252,영광군,2017-05-10,14.8,13.0,18.3,1.0,2.3,12.0,84.1,5.9
252,영광군,2017-05-11,21.1,14.7,27.6,1.0,3.1,13.8,64.6,7.8
252,영광군,2017-05-12,19.2,13.6,22.4,0.0,2.3,16.0,82.5,0.0
252,영광군,2017-05-13,17.0,11.5,24.8,0.0,1.9,12.6,78.1,8.4
252,영광군,2017-05-14,14.3,8.4,20.6,0.0,2.0,7.4,68.8,12.0
252,영광군,2017-05-15,14.7,8.5,20.8,0.0,2.1,7.0,66.1,13.1
252,영광군,2017-05-16,15.6,9.1,22.5,0.0,1.6,9.5,70.3,11.9
252,영광군,2017-05-17,17.0,11.6,23.4,0.0,1.6,9.5,65.6,11.9
252,영광군,2017-05-18,18.3,9.6,26.0,0.0,1.4,9.3,61.0,13.2
252,영광군,2017-05-19,19.0,10.6,28.2,0.0,1.6,8.2,57.1,12.6
252,영광군,2017-05-20,18.7,11.0,26.5,0.0,1.4,7.1,52.4,10.1
252,영광군,2017-05-21,19.2,11.4,26.2,0.0,1.2,9.3,56.1,11.5
252,영광군,2017-05-22,20.5,12.5,28.2,0.0,1.4,11.9,62.8,13.1
252,영광군,2017-05-23,20.1,13.8,26.5,0.0,1.2,13.3,68.4,4.4
252,영광군,2017-05-24,19.4,14.6,23.7,2.0,1.9,15.4,78.6,8.4
252,영광군,2017-05-25,17.6,11.8,27.0,0.0,2.2,9.7,65.0,13.4
252,영광군,2017-05-26,16.0,11.2,20.3,0.0,3.9,5.7,53.0,13.5
252,영광군,2017-05-27,16.2,8.7,24.5,0.0,1.4,7.7,61.8,12.9
252,영광군,2017-05-28,20.7,12.6,28.6,0.0,3.0,8.0,47.9,12.7
252,영광군,2017-05-29,21.6,15.5,29.8,0.0,2.1,11.9,57.6,12.4
252,영광군,2017-05-30,21.8,13.7,30.7,0.0,1.2,10.8,55.8,8.8
252,영광군,2017-05-31,22.0,17.6,25.4,5.5,2.4,18.0,78.8,2.6
252,영광군,2017-06-01,19.0,13.4,24.1,0.0,2.1,16.3,85.0,3.2
252,영광군,2017-06-02,17.7,11.1,24.2,0.0,2.2,8.3,60.5,13.4
252,영광군,2017-06-03,18.1,13.8,23.1,0.2,2.7,9.8,62.6,12.7
252,영광군,2017-06-04,19.0,11.1,26.1,0.0,2.5,10.2,61.8,13.6
252,영광군,2017-06-05,21.2,12.8,28.6,0.0,2.0,7.7,46.9,8.6
252,영광군,2017-06-06,18.7,15.8,22.1,6.0,3.9,10.9,65.0,0.0
252,영광군,2017-06-07,17.9,16.3,19.8,2.5,3.5,15.7,87.4,0.0
252,영광군,2017-06-08,19.1,15.6,24.4,0.0,2.1,14.9,77.8,9.7
252,영광군,2017-06-09,21.2,13.8,28.1,0.1,2.6,13.3,66.1,11.2
252,영광군,2017-06-10,21.8,18.3,26.8,0.0,1.7,18.7,83.5,2.2
252,영광군,2017-06-11,21.5,16.2,27.6,0.5,2.1,13.0,62.6,10.2
252,영광군,2017-06-12,20.8,16.2,27.2,0.0,1.9,11.1,58.3,10.0
252,영광군,2017-06-13,20.1,15.2,26.1,0.0,1.9,12.4,63.8,11.4
252,영광군,2017-06-14,18.7,13.0,24.4,0.0,2.1,13.9,75.8,13.5
252,영광군,2017-06-15,21.1,14.7,28.4,0.0,1.7,15.6,74.0,12.2
252,영광군,2017-06-16,22.5,16.3,30.2,0.0,1.9,13.0,59.5,12.4
252,영광군,2017-06-17,22.5,17.1,30.1,0.0,1.7,15.0,66.6,12.6
252,영광군,2017-06-18,22.2,15.9,30.6,0.0,1.5,13.6,63.8,12.1
252,영광군,2017-06-19,22.9,15.6,30.0,0.0,1.5,14.3,62.8,12.3
252,영광군,2017-06-20,22.5,17.9,26.7,0.0,1.6,16.1,68.3,0.0
252,영광군,2017-06-21,23.0,20.6,27.6,0.0,2.3,18.0,74.4,5.8
252,영광군,2017-06-22,23.6,19.7,28.6,0.0,1.5,18.8,75.8,10.1
252,영광군,2017-06-23,23.8,18.6,30.8,0.0,1.6,18.0,72.3,8.9
252,영광군,2017-06-24,22.9,19.3,29.6,0.4,1.6,17.3,73.3,3.9
252,영광군,2017-06-25,23.2,18.0,28.2,0.0,1.7,18.7,76.9,8.8
252,영광군,2017-06-26,22.4,21.0,27.3,12.0,1.4,19.7,85.6,1.6
252,영광군,2017-06-27,22.5,20.3,29.1,9.0,1.8,19.5,83.9,1.9
252,영광군,2017-06-28,24.0,19.4,29.6,0.1,1.2,20.0,79.9,7.9
252,영광군,2017-06-29,23.9,21.2,27.9,0.1,1.2,20.3,81.4,1.7
252,영광군,2017-06-30,24.4,21.9,28.3,0.1,1.2,21.0,82.4,3.5
252,영광군,2017-07-01,25.8,23.3,29.4,0.5,2.5,22.7,83.6,0.9
252,영광군,2017-07-02,26.4,25.3,28.7,4.5,4.1,23.5,84.1,0.8
252,영광군,2017-07-03,26.3,24.7,29.4,4.0,4.0,23.7,85.9,2.9
252,영광군,2017-07-04,25.9,24.7,28.7,0.1,2.6,23.6,87.8,2.8
252,영광군,2017-07-05,26.9,24.4,31.9,0.2,1.3,23.8,84.0,7.6
252,영광군,2017-07-06,26.4,24.7,29.7,0.2,2.6,23.1,82.5,0.4
252,영광군,2017-07-07,27.9,24.8,30.5,0.5,3.7,23.6,78.5,1.4
252,영광군,2017-07-08,26.4,22.5,29.9,68.0,2.8,23.7,85.9,0.4
252,영광군,2017-07-09,27.5,23.9,32.1,2.5,2.8,23.8,81.1,4.4
252,영광군,2017-07-10,26.7,24.6,29.7,7.5,4.4,24.0,85.6,0.7
252,영광군,2017-07-11,25.6,23.1,28.9,1.0,2.1,23.1,86.6,3.0
252,영광군,2017-07-12,25.8,21.8,32.2,0.0,1.3,22.5,83.3,11.6
252,영광군,2017-07-13,27.3,21.9,33.0,0.0,1.4,22.4,76.9,12.0
252,영광군,2017-07-14,26.7,24.2,32.8,1.0,2.6,23.1,81.6,4.9
252,영광군,2017-07-15,25.7,22.2,28.3,66.0,2.9,23.2,86.5,0.8
252,영광군,2017-07-16,28.0,26.4,31.6,0.0,3.3,24.0,79.3,6.5
252,영광군,2017-07-17,25.6,22.6,29.7,39.0,2.0,23.2,87.0,0.4
252,영광군,2017-07-18,26.0,23.5,30.1,3.0,1.8,23.3,86.3,2.7
252,영광군,2017-07-19,27.0,24.4,32.0,0.0,0.9,24.2,85.6,8.1
252,영광군,2017-07-20,29.0,23.4,34.4,0.1,1.3,24.2,77.3,11.2
252,영광군,2017-07-21,29.8,26.6,34.8,0.0,2.3,24.8,75.9,12.0
252,영광군,2017-07-22,28.8,25.9,32.7,0.0,2.3,24.5,78.3,10.2
252,영광군,2017-07-23,28.6,26.0,32.1,0.0,2.2,25.1,82.4,1.0
252,영광군,2017-07-24,29.3,26.7,33.8,0.0,1.9,25.5,81.3,2.4
252,영광군,2017-07-25,27.7,25.6,31.2,0.2,2.1,24.3,82.6,8.1
252,영광군,2017-07-26,28.4,25.7,32.8,0.0,1.5,23.3,74.9,8.2
252,영광군,2017-07-27,27.3,22.2,34.2,0.0,1.4,20.0,68.0,12.6
252,영광군,2017-07-28,27.6,22.7,32.9,0.0,1.7,23.6,80.0,9.2
252,영광군,2017-07-29,28.4,25.8,32.6,0.0,1.5,23.6,76.4,9.7
252,영광군,2017-07-30,27.0,24.6,31.2,6.0,1.4,24.0,84.4,1.7
252,영광군,2017-07-31,25.3,23.6,27.1,24.0,1.7,23.8,91.6,0.2
252,영광군,2017-08-01,28.3,23.6,35.2,30.0,1.5,24.3,81.0,7.3
252,영광군,2017-08-02,28.5,24.8,34.0,0.0,1.4,24.5,79.8,8.0
252,영광군,2017-08-03,28.6,23.9,33.2,0.0,2.7,22.4,70.5,12.9
252,영광군,2017-08-04,28.9,24.0,35.6,2.0,2.2,24.1,76.5,11.7
252,영광군,2017-08-05,29.9,24.9,35.8,0.1,1.7,24.7,75.4,12.5
252,영광군,2017-08-06,29.9,25.6,34.9,0.0,1.7,24.6,75.0,12.1
252,영광군,2017-08-07,29.0,25.6,34.0,0.0,1.6,23.9,75.5,10.6
252,영광군,2017-08-08,28.0,25.4,32.5,0.0,1.2,24.6,82.5,1.4
252,영광군,2017-08-09,26.0,24.5,29.7,4.0,1.6,23.6,87.5,0.6
252,영광군,2017-08-10,27.0,23.5,31.8,0.0,1.1,22.3,77.4,10.8
252,영광군,2017-08-11,26.7,21.9,32.0,0.0,1.3,22.4,79.3,10.7
252,영광군,2017-08-12,26.8,23.5,31.3,11.5,1.3,22.9,80.5,4.9
252,영광군,2017-08-13,23.5,21.2,25.5,42.5,1.8,21.5,88.9,0.1
252,영광군,2017-08-14,24.1,22.0,27.4,24.0,2.7,22.1,88.8,0.6
252,영광군,2017-08-15,24.9,23.3,27.8,8.0,3.0,23.1,90.1,0.4
252,영광군,2017-08-16,25.8,23.4,29.5,0.5,1.8,22.8,84.8,5.2
252,영광군,2017-08-17,25.5,22.5,30.2,0.0,1.7,21.8,81.3,8.9
252,영광군,2017-08-18,25.9,21.4,30.9,0.0,1.3,21.8,79.9,10.9
252,영광군,2017-08-19,25.7,21.3,28.6,0.5,1.1,22.7,84.4,1.0
252,영광군,2017-08-20,26.2,23.2,30.6,27.5,3.7,23.1,84.0,5.7
252,영광군,2017-08-22,27.8,24.8,31.7,7.0,1.7,24.8,84.4,8.9
252,영광군,2017-08-23,29.2,25.8,33.4,0.0,3.1,25.1,79.6,11.9
252,영광군,2017-08-24,28.9,27.6,32.3,0.0,4.4,25.2,81.0,9.4
252,영광군,2017-08-25,26.6,23.0,31.2,2.5,1.7,22.9,81.3,8.2
252,영광군,2017-08-26,24.2,19.9,29.9,0.0,2.0,15.7,64.0,11.7
252,영광군,2017-08-27,23.5,16.9,30.9,0.0,1.3,15.4,64.4,12.0
252,영광군,2017-08-28,25.7,19.1,30.4,0.0,2.1,21.8,80.3,4.3
252,영광군,2017-08-29,22.0,18.0,26.8,16.0,3.8,13.8,62.3,11.6
252,영광군,2017-08-30,18.9,16.7,22.7,0.0,2.0,10.5,59.0,1.5
252,영광군,2017-08-31,21.3,14.8,27.1,0.0,2.3,16.5,76.0,10.7
252,영광군,2017-09-01,22.1,17.5,28.8,0.0,1.8,16.3,72.5,12.0
252,영광군,2017-09-02,21.5,16.3,26.9,0.0,0.9,17.2,78.3,5.6
252,영광군,2017-09-03,22.1,16.0,28.3,0.0,0.8,17.2,76.1,10.2
252,영광군,2017-09-04,22.6,19.3,27.7,0.0,0.8,17.1,73.6,6.7
252,영광군,2017-09-05,20.2,19.5,20.9,11.0,0.7,19.0,93.5,0.1
252,영광군,2017-09-06,20.6,17.9,23.4,23.5,0.9,19.4,93.3,0.4
252,영광군,2017-09-07,21.3,18.2,26.1,0.5,1.5,18.4,85.0,8.2
252,영광군,2017-09-08,21.8,17.7,27.7,0.0,1.5,17.2,79.3,8.5
252,영광군,2017-09-09,22.1,17.7,28.9,0.0,1.0,19.0,84.9,7.5
252,영광군,2017-09-10,23.3,17.3,29.7,9.4,1.4,17.0,71.9,5.8
252,영광군,2017-09-11,20.3,17.6,22.7,76.0,2.4,18.6,90.3,0.0
252,영광군,2017-09-12,21.0,16.8,27.4,0.1,1.7,17.5,81.9,11.6
252,영광군,2017-09-13,20.0,13.9,27.4,0.0,1.8,15.3,76.8,12.1
252,영광군,2017-09-14,20.2,12.8,28.0,0.0,1.7,15.1,75.6,11.9
252,영광군,2017-09-15,20.6,16.2,26.4,0.0,1.7,13.6,66.6,7.7
252,영광군,2017-09-16,19.5,14.1,25.8,0.0,1.7,14.4,73.3,6.2
252,영광군,2017-09-17,20.9,16.0,27.4,0.0,2.8,16.5,77.3,9.6
252,영광군,2017-09-18,21.3,15.4,27.1,0.0,1.5,17.0,78.4,10.7
252,영광군,2017-09-19,23.6,20.6,28.4,0.0,2.6,19.9,80.8,6.9
252,영광군,2017-09-20,19.8,13.8,22.9,0.0,2.5,13.5,69.6,5.5
252,영광군,2017-09-21,17.8,11.1,26.0,0.0,1.1,12.6,74.8,11.6
252,영광군,2017-09-22,19.4,13.7,27.0,0.0,1.1,15.0,78.6,10.1
252,영광군,2017-09-23,20.5,14.8,26.4,0.0,0.7,17.7,85.0,7.2
252,영광군,2017-09-24,22.0,17.5,29.5,0.0,1.2,18.9,84.6,8.0
252,영광군,2017-09-25,22.5,17.2,30.7,0.0,1.2,18.1,80.6,6.8
252,영광군,2017-09-26,24.7,19.6,30.3,0.2,1.9,16.8,64.3,10.3
252,영광군,2017-09-27,19.8,18.3,22.8,13.0,2.6,18.1,90.1,1.1
252,영광군,2017-09-28,19.9,16.5,24.3,0.0,2.7,13.4,69.1,8.8
252,영광군,2017-09-29,16.2,11.4,22.1,0.0,1.6,8.5,63.3,8.9
252,영광군,2017-09-30,18.0,9.6,27.3,0.0,0.9,8.9,62.6,11.1
252,영광군,2018-05-01,19.6,13.6,24.3,0.1,2.2,15.8,79.4,3.6
252,영광군,2018-05-02,15.1,10.1,20.5,3.0,3.1,12.7,86.3,0.1
252,영광군,2018-05-03,12.0,8.4,15.9,0.0,5.1,4.1,60.0,9.2
252,영광군,2018-05-04,14.5,10.8,19.0,0.0,5.0,1.8,42.6,12.7
252,영광군,2018-05-05,18.6,11.7,24.5,0.0,4.4,7.2,49.1,9.0
252,영광군,2018-05-06,16.0,14.6,19.0,15.5,2.3,14.9,94.0,0.2
252,영광군,2018-05-07,17.0,13.3,21.9,23.5,1.4,15.1,89.9,2.7
252,영광군,2018-05-08,16.1,12.3,21.7,0.0,1.4,13.2,84.1,6.9
252,영광군,2018-05-09,14.8,10.8,20.4,0.0,1.8,11.1,80.0,9.1
252,영광군,2018-05-10,14.2,9.6,19.9,0.0,1.4,10.4,79.6,10.7
252,영광군,2018-05-11,16.1,8.9,22.4,0.0,1.6,9.2,67.8,9.0
252,영광군,2018-05-12,17.4,14.9,20.2,17.0,3.5,14.6,84.6,0.0
252,영광군,2018-05-13,14.2,11.5,18.4,3.0,2.0,12.3,88.6,5.9
252,영광군,2018-05-14,18.8,11.0,27.6,0.0,1.2,13.4,74.8,9.5
252,영광군,2018-05-15,23.3,15.2,29.2,0.0,2.6,16.4,66.6,7.6
252,영광군,2018-05-16,24.0,22.8,25.9,0.1,4.8,21.5,86.0,0.1
252,영광군,2018-05-17,23.2,21.2,24.6,0.4,4.6,20.9,86.8,0.0
252,영광군,2018-05-18,18.1,14.7,21.2,2.5,1.7,17.1,94.5,0.1
252,영광군,2018-05-19,16.6,13.2,21.7,1.0,1.2,14.7,89.1,3.0
252,영광군,2018-05-20,17.0,9.1,25.4,0.0,1.0,7.1,59.8,6.8
252,영광군,2018-05-21,16.4,9.4,23.7,0.0,1.3,10.4,70.1,8.9
252,영광군,2018-05-22,18.0,12.1,25.1,10.0,1.6,13.8,79.1,4.4
252,영광군,2018-05-23,16.0,10.7,21.0,8.5,3.5,12.2,80.0,11.3
252,영광군,2018-05-24,17.2,7.1,26.5,0.0,1.5,6.3,55.4,12.5
252,영광군,2018-05-25,18.0,9.6,27.2,0.0,0.9,8.5,59.8,7.5
252,영광군,2018-05-26,19.4,11.8,28.3,0.0,1.4,10.9,62.3,13.0
252,영광군,2018-05-27,18.7,13.3,25.7,0.0,1.2,12.7,69.8,2.4
252,영광군,2018-05-28,20.2,14.8,27.6,0.0,1.6,14.8,73.8,8.5
252,영광군,2018-05-29,21.3,16.7,26.7,0.0,1.5,17.7,81.4,9.0
252,영광군,2018-05-30,19.4,16.3,23.7,0.0,1.6,17.3,88.1,2.1
252,영광군,2018-05-31,17.8,13.9,22.7,0.0,2.0,12.9,75.4,11.5
252,영광군,2018-06-01,20.3,12.7,28.1,0.0,1.7,12.3,65.4,13.3
252,영광군,2018-06-02,21.8,13.1,30.3,0.0,1.9,10.2,53.3,12.1
252,영광군,2018-06-03,21.6,15.1,29.6,0.0,1.7,12.6,59.6,11.9
252,영광군,2018-06-04,21.1,15.3,28.1,0.4,1.3,13.5,65.0,6.2
252,영광군,2018-06-05,21.3,17.2,27.0,1.0,1.3,16.7,77.1,5.4
252,영광군,2018-06-06,21.4,18.5,28.0,0.0,1.7,17.7,80.8,7.1
252,영광군,2018-06-07,20.9,17.4,27.1,0.0,1.6,17.7,83.1,9.1
252,영광군,2018-06-08,20.3,17.1,24.8,0.0,2.6,16.7,80.8,5.4
252,영광군,2018-06-09,21.9,17.2,29.7,0.2,2.3,17.1,76.6,7.4
252,영광군,2018-06-10,21.7,18.9,26.9,0.0,1.6,16.1,72.6,3.4
252,영광군,2018-06-11,21.1,19.0,25.6,0.0,2.2,16.8,77.1,6.1
252,영광군,2018-06-12,19.7,16.5,24.6,0.0,1.9,15.6,78.0,7.1
252,영광군,2018-06-13,21.5,15.7,28.6,0.0,1.8,15.8,72.0,10.1
252,영광군,2018-06-14,22.2,17.7,28.5,0.0,2.1,14.9,65.1,10.4
252,영광군,2018-06-15,21.6,16.8,26.6,0.0,1.7,15.6,70.8,10.8
252,영광군,2018-06-16,20.8,18.0,26.0,0.0,2.1,16.3,76.6,6.7
252,영광군,2018-06-17,20.9,17.1,27.3,0.0,1.4,16.8,78.9,3.7
252,영광군,2018-06-18,22.8,18.2,29.7,0.0,1.5,17.2,72.8,11.5
252,영광군,2018-06-19,20.5,18.8,23.1,1.0,1.1,18.1,86.6,0.0
252,영광군,2018-06-20,21.2,17.7,26.2,0.0,2.6,17.6,81.4,11.1
252,영광군,2018-06-21,21.7,17.1,27.3,0.0,1.7,16.9,75.9,12.8
252,영광군,2018-06-22,23.2,17.9,29.9,0.0,1.4,15.1,65.0,7.1
252,영광군,2018-06-23,22.9,19.2,28.8,0.0,2.4,17.6,74.0,9.6
252,영광군,2018-06-24,23.3,19.1,28.9,0.0,1.7,18.6,76.6,12.1
252,영광군,2018-06-25,24.9,17.5,33.3,0.0,1.7,17.2,66.6,10.8
252,영광군,2018-06-26,25.4,21.9,27.0,0.0,4.2,22.2,82.9,0.0
252,영광군,2018-06-27,23.9,22.1,27.4,53.0,3.0,22.2,90.5,1.6
252,영광군,2018-06-28,23.4,21.8,25.8,63.5,2.4,21.7,90.8,0.2
252,영광군,2018-06-29,25.2,22.2,28.8,0.1,1.6,22.1,83.9,8.6
252,영광군,2018-06-30,23.5,20.1,27.4,32.0,2.5,21.2,87.1,0.8
252,영광군,2018-07-01,23.0,20.0,28.7,68.0,3.0,21.3,90.9,0.5
252,영광군,2018-07-02,25.8,20.4,30.3,24.0,2.2,22.8,84.1,4.8
252,영광군,2018-07-03,27.0,23.4,31.6,0.0,2.9,21.9,74.5,10.5
252,영광군,2018-07-04,24.9,21.9,29.2,0.5,1.6,22.3,86.3,5.0
252,영광군,2018-07-05,24.9,22.7,29.3,28.0,0.9,22.4,87.1,0.8
252,영광군,2018-07-06,23.3,22.1,26.4,1.0,1.1,21.1,87.9,0.1
252,영광군,2018-07-07,23.8,20.3,28.7,0.0,1.4,19.4,77.1,9.5
252,영광군,2018-07-08,23.8,21.6,27.6,0.0,1.1,20.0,79.9,2.7
252,영광군,2018-07-09,23.9,20.8,27.2,1.5,2.9,20.4,81.3,2.8
252,영광군,2018-07-10,27.1,23.2,31.7,0.0,3.9,22.2,75.1,9.4
252,영광군,2018-07-11,28.4,25.1,33.0,0.0,3.1,22.6,71.5,11.4
252,영광군,2018-07-12,27.8,23.6,32.8,0.0,1.8,23.6,79.5,12.6
252,영광군,2018-07-13,27.6,24.7,32.5,0.0,1.5,23.4,79.1,12.6
252,영광군,2018-07-14,27.3,23.4,32.5,0.0,1.4,23.2,79.9,11.9
252,영광군,2018-07-15,27.1,23.1,34.0,0.0,1.3,22.6,78.9,11.4
252,영광군,2018-07-16,27.2,22.5,32.6,0.0,1.3,22.6,77.9,11.4
252,영광군,2018-07-17,27.3,22.2,33.5,0.0,1.3,22.7,77.8,12.7
252,영광군,2018-07-18,27.7,23.0,33.0,0.0,1.2,22.6,75.5,11.4
252,영광군,2018-07-19,27.1,22.9,33.0,0.0,1.3,21.7,74.1,12.5
252,영광군,2018-07-20,28.1,22.4,34.7,0.0,1.3,22.7,74.6,13.0
252,영광군,2018-07-21,29.0,23.6,34.9,0.3,1.3,23.7,75.1,10.5
252,영광군,2018-07-22,29.4,25.4,33.8,0.0,2.7,22.8,69.3,5.8
252,영광군,2018-07-23,29.3,24.8,35.0,0.0,2.0,23.7,73.5,11.0
252,영광군,2018-07-24,29.5,24.5,35.7,0.0,2.3,23.7,72.3,13.1
252,영광군,2018-07-25,29.7,26.0,34.7,0.0,2.7,23.3,70.6,13.1
252,영광군,2018-07-26,28.6,24.6,34.2,0.0,1.4,24.2,78.3,12.8
252,영광군,2018-07-27,28.9,24.3,35.6,0.0,1.7,24.4,78.1,13.0
252,영광군,2018-07-28,28.9,25.0,33.6,0.0,2.1,25.0,80.3,11.3
252,영광군,2018-07-29,29.8,25.8,34.3,0.0,2.4,24.3,74.1,12.7
252,영광군,2018-07-30,29.0,25.3,34.8,0.0,1.5,22.3,68.5,7.9
252,영광군,2018-07-31,29.5,24.9,35.5,0.0,1.7,22.6,69.5,9.1
252,영광군,2018-08-01,30.4,24.2,37.6,0.0,1.6,22.9,67.4,13.0
252,영광군,2018-08-02,30.4,24.9,37.6,0.0,1.5,22.9,66.6,12.1
